"""""",variable,Model_avg
"""1""",2.0,0.09090909090909091
"""2""",6.0,0.09090909090909091
"""3""",8.0,0.09090909090909091
"""4""",10.0,0.09090909090909091
"""5""",1.0,0.09090909090909091
"""6""",10.0,0.09090909090909091
"""7""",8.0,0.09090909090909091
"""8""",1.0,0.09090909090909091
"""9""",10.0,0.09090909090909091
"""10""",1.0,0.09090909090909091
"""11""",22.0,0.09090909090909091
