"""""",variable,Model_avg
"""1""",27.0,0.14285714285714285
"""2""",49.0,0.14285714285714285
"""3""",47.0,0.14285714285714285
"""4""",52.0,0.14285714285714285
"""5""",38.0,0.14285714285714285
"""6""",56.0,0.14285714285714285
"""7""",48.0,0.14285714285714285
