"""""",variable,Model_avg
"""1""",45.0,0.1111111111111111
"""2""",45.0,0.1111111111111111
"""3""",45.0,0.1111111111111111
"""4""",46.0,0.1111111111111111
"""5""",44.0,0.1111111111111111
"""6""",46.0,0.1111111111111111
"""7""",46.0,0.1111111111111111
"""8""",45.0,0.1111111111111111
"""9""",46.0,0.1111111111111111
