"""""",variable,Model_avg
"""1""",66.0,0.09090909090909091
"""2""",75.0,0.09090909090909091
"""3""",60.0,0.09090909090909091
"""4""",65.0,0.09090909090909091
"""5""",66.0,0.09090909090909091
"""6""",63.0,0.09090909090909091
"""7""",62.0,0.09090909090909091
"""8""",61.0,0.09090909090909091
"""9""",68.0,0.09090909090909091
"""10""",69.0,0.09090909090909091
"""11""",68.0,0.09090909090909091
