"""""",variable,Model_avg
"""1""",0.0,0.07692307692307693
"""2""",1.0,0.07692307692307693
"""3""",0.0,0.07692307692307693
"""4""",1.0,0.07692307692307693
"""5""",28.0,0.07692307692307693
"""6""",19.0,0.07692307692307693
"""7""",0.0,0.07692307692307693
"""8""",0.0,0.07692307692307693
"""9""",16.0,0.07692307692307693
"""10""",14.0,0.07692307692307693
"""11""",0.0,0.07692307692307693
"""12""",24.0,0.07692307692307693
"""13""",17.0,0.07692307692307693
