"""""",variable,Model_avg
"""1""",15.0,0.1111111111111111
"""2""",19.0,0.1111111111111111
"""3""",16.0,0.1111111111111111
"""4""",17.0,0.1111111111111111
"""5""",16.0,0.1111111111111111
"""6""",17.0,0.1111111111111111
"""7""",15.0,0.1111111111111111
"""8""",16.0,0.1111111111111111
"""9""",13.0,0.1111111111111111
