"""""",variable,Model_avg
"""1""",32.0,0.07692307692307693
"""2""",40.0,0.07692307692307693
"""3""",21.0,0.07692307692307693
"""4""",20.0,0.07692307692307693
"""5""",40.0,0.07692307692307693
"""6""",21.0,0.07692307692307693
"""7""",31.0,0.07692307692307693
"""8""",28.0,0.07692307692307693
"""9""",17.0,0.07692307692307693
"""10""",33.0,0.07692307692307693
"""11""",27.0,0.07692307692307693
"""12""",22.0,0.07692307692307693
"""13""",25.0,0.07692307692307693
