"""""",variable,Model_avg
"""1""",6.0,0.1
"""2""",28.0,0.1
"""3""",22.0,0.1
"""4""",6.0,0.1
"""5""",6.0,0.1
"""6""",11.0,0.1
"""7""",12.0,0.1
"""8""",12.0,0.1
"""9""",11.0,0.1
"""10""",10.0,0.1
