"""""",variable,Model_avg
"""1""",51.0,0.14285714285714285
"""2""",56.0,0.14285714285714285
"""3""",48.0,0.14285714285714285
"""4""",51.0,0.14285714285714285
"""5""",52.0,0.14285714285714285
"""6""",51.0,0.14285714285714285
"""7""",52.0,0.14285714285714285
