"""""",variable,Model_avg
"""1""",90.0,0.14285714285714285
"""2""",79.0,0.14285714285714285
"""3""",100.0,0.14285714285714285
"""4""",97.0,0.14285714285714285
"""5""",50.0,0.14285714285714285
"""6""",74.0,0.14285714285714285
"""7""",25.0,0.14285714285714285
