"""""",variable,Model_avg
"""1""",48.0,0.07692307692307693
"""2""",48.0,0.07692307692307693
"""3""",49.0,0.07692307692307693
"""4""",43.0,0.07692307692307693
"""5""",48.0,0.07692307692307693
"""6""",49.0,0.07692307692307693
"""7""",45.0,0.07692307692307693
"""8""",45.0,0.07692307692307693
"""9""",47.0,0.07692307692307693
"""10""",46.0,0.07692307692307693
"""11""",46.0,0.07692307692307693
"""12""",45.0,0.07692307692307693
"""13""",44.0,0.07692307692307693
