"""""",variable,Model_avg
"""1""",2.0,0.1111111111111111
"""2""",5.0,0.1111111111111111
"""3""",4.0,0.1111111111111111
"""4""",5.0,0.1111111111111111
"""5""",8.0,0.1111111111111111
"""6""",7.0,0.1111111111111111
"""7""",7.0,0.1111111111111111
"""8""",6.0,0.1111111111111111
"""9""",3.0,0.1111111111111111
