"""""",variable,Model_avg
"""1""",315.0,0.1
"""2""",294.0,0.1
"""3""",343.0,0.1
"""4""",271.0,0.1
"""5""",317.0,0.1
"""6""",280.0,0.1
"""7""",312.0,0.1
"""8""",300.0,0.1
"""9""",345.0,0.1
"""10""",306.0,0.1
