"""""",variable,Model_avg
"""1""",242.0,0.1
"""2""",306.0,0.1
"""3""",262.0,0.1
"""4""",251.0,0.1
"""5""",267.0,0.1
"""6""",274.0,0.1
"""7""",314.0,0.1
"""8""",251.0,0.1
"""9""",313.0,0.1
"""10""",266.0,0.1
