"""""",variable,Model_avg
"""1""",1465.0,0.07692307692307693
"""2""",532.0,0.07692307692307693
"""3""",1344.0,0.07692307692307693
"""4""",1646.0,0.07692307692307693
"""5""",1637.0,0.07692307692307693
"""6""",1382.0,0.07692307692307693
"""7""",1239.0,0.07692307692307693
"""8""",1830.0,0.07692307692307693
"""9""",1383.0,0.07692307692307693
"""10""",1730.0,0.07692307692307693
"""11""",1643.0,0.07692307692307693
"""12""",1262.0,0.07692307692307693
"""13""",1768.0,0.07692307692307693
