"""""",variable,Model_avg
"""1""",36.0,0.09090909090909091
"""2""",27.0,0.09090909090909091
"""3""",25.0,0.09090909090909091
"""4""",34.0,0.09090909090909091
"""5""",45.0,0.09090909090909091
"""6""",38.0,0.09090909090909091
"""7""",25.0,0.09090909090909091
"""8""",35.0,0.09090909090909091
"""9""",29.0,0.09090909090909091
"""10""",31.0,0.09090909090909091
"""11""",38.0,0.09090909090909091
