"""""",variable,Model_avg
"""1""",70.0,0.07692307692307693
"""2""",69.0,0.07692307692307693
"""3""",69.0,0.07692307692307693
"""4""",70.0,0.07692307692307693
"""5""",71.0,0.07692307692307693
"""6""",68.0,0.07692307692307693
"""7""",69.0,0.07692307692307693
"""8""",68.0,0.07692307692307693
"""9""",70.0,0.07692307692307693
"""10""",80.0,0.07692307692307693
"""11""",69.0,0.07692307692307693
"""12""",67.0,0.07692307692307693
"""13""",68.0,0.07692307692307693
