"""""",variable,Model_avg
"""1""",26.0,0.1
"""2""",10.0,0.1
"""3""",9.0,0.1
"""4""",9.0,0.1
"""5""",8.0,0.1
"""6""",8.0,0.1
"""7""",12.0,0.1
"""8""",14.0,0.1
"""9""",14.0,0.1
"""10""",14.0,0.1
