"""""",variable,Model_avg
"""1""",60.0,0.1
"""2""",41.0,0.1
"""3""",54.0,0.1
"""4""",63.0,0.1
"""5""",52.0,0.1
"""6""",42.0,0.1
"""7""",52.0,0.1
"""8""",50.0,0.1
"""9""",54.0,0.1
"""10""",43.0,0.1
