"""""",variable,Model_avg
"""1""",49.0,0.1
"""2""",47.0,0.1
"""3""",43.0,0.1
"""4""",61.0,0.1
"""5""",72.0,0.1
"""6""",19.0,0.1
"""7""",38.0,0.1
"""8""",43.0,0.1
"""9""",53.0,0.1
"""10""",17.0,0.1
