"""""",variable,Model_avg
"""1""",587.0,0.1111111111111111
"""2""",721.0,0.1111111111111111
"""3""",823.0,0.1111111111111111
"""4""",700.0,0.1111111111111111
"""5""",746.0,0.1111111111111111
"""6""",300.0,0.1111111111111111
"""7""",778.0,0.1111111111111111
"""8""",700.0,0.1111111111111111
"""9""",200.0,0.1111111111111111
