"""""",variable,Model_avg
"""1""",3013.0,0.14285714285714285
"""2""",3048.0,0.14285714285714285
"""3""",3145.0,0.14285714285714285
"""4""",3073.0,0.14285714285714285
"""5""",3159.0,0.14285714285714285
"""6""",2683.0,0.14285714285714285
"""7""",2100.0,0.14285714285714285
