"""""",variable,Model_avg
"""1""",1632.0,0.1111111111111111
"""2""",1259.0,0.1111111111111111
"""3""",1606.0,0.1111111111111111
"""4""",1470.0,0.1111111111111111
"""5""",1504.0,0.1111111111111111
"""6""",1395.0,0.1111111111111111
"""7""",1467.0,0.1111111111111111
"""8""",1498.0,0.1111111111111111
"""9""",1561.0,0.1111111111111111
