"""""",variable,Model_avg
"""1""",20.0,0.1
"""2""",23.0,0.1
"""3""",32.0,0.1
"""4""",19.0,0.1
"""5""",19.0,0.1
"""6""",14.0,0.1
"""7""",24.0,0.1
"""8""",29.0,0.1
"""9""",20.0,0.1
"""10""",23.0,0.1
