"""""",variable,Model_avg
"""1""",40.0,0.1
"""2""",34.0,0.1
"""3""",41.0,0.1
"""4""",16.0,0.1
"""5""",59.0,0.1
"""6""",30.0,0.1
"""7""",30.0,0.1
"""8""",16.0,0.1
"""9""",46.0,0.1
"""10""",45.0,0.1
