"""""",variable,Model_avg
"""1""",17.0,0.09090909090909091
"""2""",34.0,0.09090909090909091
"""3""",15.0,0.09090909090909091
"""4""",0.0,0.09090909090909091
"""5""",0.0,0.09090909090909091
"""6""",0.0,0.09090909090909091
"""7""",0.0,0.09090909090909091
"""8""",0.0,0.09090909090909091
"""9""",0.0,0.09090909090909091
"""10""",12.0,0.09090909090909091
"""11""",7.0,0.09090909090909091
