"""""",variable,Model_avg
"""1""",17.0,0.09090909090909091
"""2""",18.0,0.09090909090909091
"""3""",12.0,0.09090909090909091
"""4""",22.0,0.09090909090909091
"""5""",25.0,0.09090909090909091
"""6""",18.0,0.09090909090909091
"""7""",18.0,0.09090909090909091
"""8""",18.0,0.09090909090909091
"""9""",15.0,0.09090909090909091
"""10""",18.0,0.09090909090909091
"""11""",16.0,0.09090909090909091
