"""""",variable,Model_avg
"""1""",5.0,0.14285714285714285
"""2""",6.0,0.14285714285714285
"""3""",2.0,0.14285714285714285
"""4""",12.0,0.14285714285714285
"""5""",4.0,0.14285714285714285
"""6""",6.0,0.14285714285714285
"""7""",17.0,0.14285714285714285
