"""""",variable,Model_avg
"""1""",4.0,0.1
"""2""",3.0,0.1
"""3""",7.0,0.1
"""4""",6.0,0.1
"""5""",11.0,0.1
"""6""",2.0,0.1
"""7""",5.0,0.1
"""8""",11.0,0.1
"""9""",3.0,0.1
"""10""",5.0,0.1
