"""""",variable,Model_avg
"""1""",15.0,0.14285714285714285
"""2""",20.0,0.14285714285714285
"""3""",20.0,0.14285714285714285
"""4""",9.0,0.14285714285714285
"""5""",20.0,0.14285714285714285
"""6""",16.0,0.14285714285714285
"""7""",20.0,0.14285714285714285
