"""""",variable,Model_avg
"""1""",114.0,0.07692307692307693
"""2""",114.0,0.07692307692307693
"""3""",109.0,0.07692307692307693
"""4""",124.0,0.07692307692307693
"""5""",183.0,0.07692307692307693
"""6""",121.0,0.07692307692307693
"""7""",125.0,0.07692307692307693
"""8""",129.0,0.07692307692307693
"""9""",114.0,0.07692307692307693
"""10""",123.0,0.07692307692307693
"""11""",114.0,0.07692307692307693
"""12""",111.0,0.07692307692307693
"""13""",130.0,0.07692307692307693
