"""""",variable,Model_avg
"""1""",1279.0,0.1
"""2""",1094.0,0.1
"""3""",2682.0,0.1
"""4""",1277.0,0.1
"""5""",907.0,0.1
"""6""",1739.0,0.1
"""7""",2011.0,0.1
"""8""",2267.0,0.1
"""9""",1295.0,0.1
"""10""",1644.0,0.1
