"""""",variable,Model_avg
"""1""",83.0,0.1
"""2""",53.0,0.1
"""3""",17.0,0.1
"""4""",9.0,0.1
"""5""",23.0,0.1
"""6""",59.0,0.1
"""7""",1.0,0.1
"""8""",36.0,0.1
"""9""",52.0,0.1
"""10""",53.0,0.1
