"""""",variable,Model_avg
"""1""",173.0,0.1
"""2""",79.0,0.1
"""3""",37.0,0.1
"""4""",53.0,0.1
"""5""",92.0,0.1
"""6""",95.0,0.1
"""7""",180.0,0.1
"""8""",87.0,0.1
"""9""",116.0,0.1
"""10""",71.0,0.1
