"""""",variable,Model_avg
"""1""",62.0,0.14285714285714285
"""2""",65.0,0.14285714285714285
"""3""",61.0,0.14285714285714285
"""4""",63.0,0.14285714285714285
"""5""",64.0,0.14285714285714285
"""6""",74.0,0.14285714285714285
"""7""",61.0,0.14285714285714285
