"""""",variable,Model_avg
"""1""",72.0,0.1
"""2""",63.0,0.1
"""3""",64.0,0.1
"""4""",68.0,0.1
"""5""",66.0,0.1
"""6""",64.0,0.1
"""7""",75.0,0.1
"""8""",66.0,0.1
"""9""",65.0,0.1
"""10""",62.0,0.1
