"""""",variable,Model_avg
"""1""",67.0,0.1
"""2""",62.0,0.1
"""3""",64.0,0.1
"""4""",59.0,0.1
"""5""",75.0,0.1
"""6""",65.0,0.1
"""7""",65.0,0.1
"""8""",63.0,0.1
"""9""",75.0,0.1
"""10""",63.0,0.1
