"""""",variable,Model_avg
"""1""",59.0,0.07692307692307693
"""2""",19.0,0.07692307692307693
"""3""",29.0,0.07692307692307693
"""4""",65.0,0.07692307692307693
"""5""",0.0,0.07692307692307693
"""6""",13.0,0.07692307692307693
"""7""",1.0,0.07692307692307693
"""8""",64.0,0.07692307692307693
"""9""",37.0,0.07692307692307693
"""10""",65.0,0.07692307692307693
"""11""",49.0,0.07692307692307693
"""12""",45.0,0.07692307692307693
"""13""",36.0,0.07692307692307693
