"""""",variable,Model_avg
"""1""",0.0,0.1
"""2""",56.0,0.1
"""3""",0.0,0.1
"""4""",54.0,0.1
"""5""",54.0,0.1
"""6""",53.0,0.1
"""7""",53.0,0.1
"""8""",63.0,0.1
"""9""",9.0,0.1
"""10""",55.0,0.1
