"""""",variable,Model_avg
"""1""",32.0,0.14285714285714285
"""2""",33.0,0.14285714285714285
"""3""",37.0,0.14285714285714285
"""4""",38.0,0.14285714285714285
"""5""",36.0,0.14285714285714285
"""6""",37.0,0.14285714285714285
"""7""",37.0,0.14285714285714285
