"""""",variable,Model_avg
"""1""",641.0,0.1
"""2""",606.0,0.1
"""3""",538.0,0.1
"""4""",290.0,0.1
"""5""",491.0,0.1
"""6""",548.0,0.1
"""7""",976.0,0.1
"""8""",450.0,0.1
"""9""",687.0,0.1
"""10""",737.0,0.1
