"""""",variable,Model_avg
"""1""",105.0,0.1
"""2""",85.0,0.1
"""3""",142.0,0.1
"""4""",47.0,0.1
"""5""",72.0,0.1
"""6""",97.0,0.1
"""7""",125.0,0.1
"""8""",120.0,0.1
"""9""",129.0,0.1
"""10""",127.0,0.1
